N,q,max_angle_error_deg,mean_angle_error_deg,sigma_q_over_sigma_1,kappa_H,kappa_shift,node_modulus_min,node_modulus_max,seconds
2201,940,0.17017532447709982,0.0021397515185894514,3.415425997879747e-13,2927892452129.7993,4.308963159056589,0.9922404115734538,1.0117949365824457,11.702234983444214
