N,q,max_angle_error_deg,mean_angle_error_deg,sigma_q_over_sigma_1,kappa_H,kappa_shift,node_modulus_min,node_modulus_max,seconds
2001,900,0.12656422555249947,0.001200764160964667,9.968402139614584e-13,1003169801934.439,9.643631195766304,0.9980918695175324,1.0015867664537323,9.37412428855896
