nx,nz,ntri,p,c0_dofs,free_c0_dofs,local_c0_dim,local_qt_dim,local_compression,c0_relrmse,qt_relrmse,error_ratio,c0_mae,qt_mae,c0_residual,qt_residual,residual_ratio,c0_projection_time,qt_correction_time
12,4,96,3,481,385,10,4,2.5,0.00021358962524339553,0.0009580942082181815,4.485677649962574,0.00017234245763311621,0.0006885669244259058,2.9751710529247493e-05,1.3290927695787934e-05,0.4467281866944173,0.0008289109991892474,0.04372348899960343
12,4,96,5,1281,1121,21,6,3.5,7.063284769144576e-05,0.0011635426817759014,16.47311017189551,2.7036677727918165e-05,0.0007136257830556173,8.647840546046129e-06,3.113055665282948e-06,0.35998069676553707,0.003455828998994548,0.1257147630003601
12,4,96,7,2465,2241,36,8,4.5,3.155548301742746e-05,0.0008626034985579585,27.336089201409465,9.517789181825978e-06,0.0005667637858644873,4.018974444964565e-06,1.805289053928746e-06,0.449191473757844,0.011253512000621413,0.23629879399959464
12,4,96,9,4033,3745,55,10,5.5,2.1636472730619136e-05,0.0008560252238730822,39.56399153091469,5.751580568512382e-06,0.0005595996934951905,2.688939052201523e-06,1.2825540529156337e-06,0.47697401392030975,0.02978703500048141,0.42942042100003164
12,4,96,11,5985,5633,78,12,6.5,1.0933743975212249e-05,0.0008133535884875665,74.38930254188409,3.4507909483280794e-06,0.0005417895419205486,1.7745676789448909e-06,9.511809685401036e-07,0.536007152517085,0.07067070099947159,0.9667004279999674
12,4,96,13,8321,7905,105,14,7.5,1.3452996714737813e-05,0.0007716884508546641,57.36182556331678,2.6911590516738646e-06,0.0005273525292661589,1.3048541245115863e-06,7.440759634564243e-07,0.5702368942849729,0.15331799299929116,1.8728446750010335
