n,ntri,p,global_c0_dofs,free_c0_dofs,local_c0_dim,local_qt_dim,local_compression,c0_relL2,qt_relL2,L2_ratio,c0_relH1,qt_relH1,H1_ratio,c0_residual,qt_residual,residual_ratio,c0_projection_time,qt_correction_time,qt_nfev
4,32,3,169,121,10,4,2.5,0.0001287466751675284,0.0002056012305006892,1.596944000558894,0.004911509747608808,0.004679371086575736,0.9527357833004221,1.2003722046060217e-05,3.960907569837269e-06,0.32997328283999144,0.00046283200026664417,0.06204189199888788,19
4,32,5,441,361,21,6,3.5,1.1064037563058036e-06,1.8759700643517331e-06,1.695556485288383,7.405686842816266e-05,7.406558323797142e-05,1.0001176772660487,5.696217128058198e-08,6.022575833668213e-09,0.10572939370591142,0.0014162259994918713,0.09732858999996097,3
4,32,7,841,729,36,8,4.5,5.683835121052587e-09,1.0233302369463063e-08,1.800422100838133,5.737003968770212e-07,5.707950433857799e-07,0.9949357652407829,1.9803050087114313e-10,6.279852065167085e-12,0.0317115395736606,0.00423946299997624,0.5790926049994596,7
4,32,9,1369,1225,55,10,5.5,1.9152565216224544e-11,4.2608219359148634e-11,2.224674286609624,2.670453698897593e-09,3.0441609271170623e-09,1.139941474504404,5.007243489764507e-13,1.640663705665736e-14,0.03276580635672057,0.014608344999942346,0.19472125500033144,2
4,32,11,2025,1849,78,12,6.5,4.331974106780151e-13,4.331974106780151e-13,1.0,8.084423984292503e-11,8.084423984292503e-11,1.0,8.866342594485455e-15,8.866342594485455e-15,1.0,0.023946708000949002,0.07414422500005458,1
4,32,13,2809,2601,105,14,7.5,1.7266470286717528e-12,1.7266470286717528e-12,1.0,4.420047795808315e-10,4.420047795808315e-10,1.0,3.2756681635047804e-14,3.2756681635047804e-14,1.0,0.0684118529989064,0.23080010999910883,1
